Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Gente a cargo?,¿Cuánta?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a julio 2017,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2017?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,31 - 33,Misiones,10+,6,No,0,Terciario,Completado,Analista de sistemas,"Sí, de forma particular",SysAdmin / DevOps,Linux,PHP,,,,,"Sí, pasiva",0,Neto,Part-Time,16.5,Neto,2,1,No,No recibo bono,No,0,1001-2000,No,No cambié de empresa,Ninguna de las anteriores
Mujer,27 - 30,Misiones,7,5,No,0,Terciario,Completado,Gestión de instituciones de salud ,"Sí, los pagó un empleador",HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,11600,Neto,2,2,No,No recibo bono,Uno,11,2001-5000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Misiones,2,2,No,0,Universitario,En curso,Ingeniería en Informática,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, jQuery, Perl, PHP",,,,,No,0,Porcentaje de mi sueldo,Part-Time,10325,Bruto,2,1,No,No recibo bono,Uno,13,101-200,No,No cambié de empresa,Ninguna de las anteriores
Mujer,34 - 36,Misiones,10+,6,Sí,24,Posgrado,En curso,Ingeniería en Informática ,"Sí, de forma particular",PM,,,,,,,,,,Full-Time,30000,Neto,3,3,Menos de un sueldo,Mix de las anteriores,No,0,201-500,No,No cambié de empresa,"Horarios flexibles, Viáticos"
Hombre,34 - 36,Misiones,10+,10+,No,0,Universitario,En curso,Ingenieria en Sistemas,No,Developer,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,30000,Neto,2,2,Menos de un sueldo,Antiguedad,Dos,30,201-500,No,No cambié de empresa,"Aumento por inflación, WFH (Trabajar desde casa)"
Hombre,34 - 36,Misiones,9,6,No,0,Universitario,Completado,Ingeniería en informática,No,Developer,,"HTML, Javascript, jQuery, PHP",,,,,No,0,Neto,Full-Time,24135,Neto,2,1,No,No recibo bono,Dos,14,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Misiones,3,2,No,0,Universitario,En curso,Ingenieria en informatica,No,HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,4800,Neto,1,4,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,Misiones,10+,7,No,0,Terciario,En curso,Tecnico analista en sistemas,"Sí, de forma particular",Networking,,,,,,,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,16000,Neto,1,1,No,No recibo bono,No,0,5001-10000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Misiones,10+,3,Sí,4,Secundario,Completado,agricultura,No,"Architect, Developer, Networking, Tester, SysAdmin / DevOps (seleccion multiple!)",,,,,,,,,,Remoto (empresa de otro país),60000,Bruto,3,3,Menos de un sueldo,bono navideño / fin de año,No,0,1-10,No,No cambié de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,24 - 26,Misiones,2,2,No,0,Terciario,En curso,Técnico Universitario en TIC,"Sí, los pagó un empleador",Storage / Backup,,,,,,,"Sí, activa",7600,Neto,Part-Time,7600,Bruto,2,3,De uno a tres sueldos,Performance de la compañía,No,0,101-200,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,31 - 33,Misiones,4,4,No,0,Universitario,Incompleto,Licenciatura en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Windows, SQL Server 2008",FOX,,,,,No,0,Porcentaje de mi sueldo,Full-Time,30000,Bruto,3,3,No,No recibo bono,Dos,19,101-200,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,31 - 33,Misiones,8,2,No,0,Terciario,Completado,Analista de Sistemas,"Sí, de forma particular",Developer,,".NET, HTML, Java, jQuery, PHP, VB *",,,,,No,0,Neto,Full-Time,20000,Neto,3,3,Un sueldo,Mix de las anteriores,No,0,1-10,Sí,Mayor comodidad,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Misiones,7,7,Sí,10,Terciario,Incompleto,aNALISTA DE SISTEMAS,"Sí, de forma particular",Fe todo un poco,,,,,,,,,,Full-Time,21000,Neto,2,2,No,No recibo bono,Uno,0,201-500,No,No cambié de empresa,Nada
Hombre,27 - 30,Misiones,9,1,No,0,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Docker / Containers, VMWare",Bash,,,,,"Sí, pasiva",0,Neto,Full-Time,21500,Neto,2,2,No,No recibo bono,Dos,27,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Misiones,10+,Menos de un año,No,0,Universitario,Completado,Ingenieria en Informatica,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript",,,,,No,0,Bruto,Full-Time,45000,Bruto,3,2,No,No recibo bono,No,0,501-1000,Sí,Mejores beneficios,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Misiones,6,3,No,0,Universitario,Incompleto,Licenciatura en Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,15400,Neto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Misiones,8,7,No,0,Terciario,Completado,Analista de sistemas,"Sí, de forma particular",Developer,,"ActionScript, C#, CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,15000,Bruto,1,1,No,No recibo bono,Dos,15,501-1000,No,No cambié de empresa,"Horarios flexibles, Ninguna de las anteriores"
Mujer,24 - 26,Misiones,1,1,No,0,Universitario,Completado,Ingenieria en Informatica,"Sí, de forma particular",QA / Tester,,,"Java, PHP",Funcional,Ninguni,,,,,Full-Time,23000,Neto,3,2,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop"
Hombre,31 - 33,Misiones,8,3,No,0,Universitario,Completado,Ingeniería informática,"Sí, de forma particular",Developer,,"Java, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,2,2,No,No recibo bono,Más de dos,23,10001+,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Misiones,10+,2,No,0,Posgrado,Incompleto,Ingenieria Informatica,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,No,0,Neto,Remoto (empresa de otro país),75000,Bruto,3,2,No,No recibo bono,Más de dos,30,201-500,No,No cambié de empresa,"Aumento por inflación, WFH (Trabajar desde casa)"
Hombre,27 - 30,Misiones,4,Menos de un año,No,0,Universitario,Incompleto,Ing en computación,No,Developer,,"CSS, HTML, Javascript, Ruby",,,,,No,0,Bruto,Remoto (empresa de otro país),53000,Bruto,4,4,No,No recibo bono,Uno,10,11-50,Sí,Salario,"Clases de idiomas, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Neuquén,1,Menos de un año,No,0,Universitario,En curso,Licenciatura en sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Java, Javascript, jQuery, PHP",,,,,No,0,Bruto,Full-Time,13500,Neto,1,2,No,No recibo bono,No,0,11-50,Sí,Desafíos profesionales,Clases de idiomas
Mujer,46 - 49,Neuquén,10+,10+,Sí,5,Universitario,Incompleto,Licenciatura cs computacion,"Sí, de forma particular",Recruiter IT,,,,,,,,,,Freelance,35000,Neto,2,2,No,No recibo bono,Dos,35,11-50,No,No cambié de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Neuquén,4,4,Sí,1,Terciario,Incompleto,analista de sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Windows, Apache, MySQL","HTML, Java, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,17500,Neto,1,1,No,No recibo bono,Dos,10,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Neuquén,10+,6,No,0,Universitario,Completado,Analista Programador Universitario,"Sí, los pagó un empleador",QA / Tester,,,"HTML, PHP",Mix,Test Complete,,,,,Full-Time,38500,Neto,3,2,No,No recibo bono,Dos,19.5,1-10,No,No cambié de empresa,"Aumento por inflación, Snacks, golosinas, bebidas"
Hombre,31 - 33,Neuquén,10+,1,No,0,Terciario,Completado,Comunicación Multimedial,No,Fullstack Dev,,,,,,,,,,Remoto (empresa de otro país),40000,Bruto,3,3,No,No recibo bono,No,0,11-50,Sí,Y salario,"Horarios flexibles, Viajes al exterior, Moneda USD"
Hombre,31 - 33,Neuquén,8,1,No,0,Universitario,Completado,Licenciatura en Informática,No,Developer,,"Javascript, PHP",,,,,No,0,Bruto,Full-Time,37000,Bruto,3,3,No,No recibo bono,Uno,30,1-10,No,No cambié de empresa,"Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Neuquén,6,3,No,0,Terciario,Completado,PROFESOR DE EDUCACION FISICA,"Sí, de forma particular",Docente,,,,,,,,,,Part-Time,11800,Neto,2,1,No,No recibo bono,Dos,11,51-100,No,No cambié de empresa,Ninguna de las anteriores
Hombre,27 - 30,Neuquén,5,3,No,0,Universitario,En curso,Licenciatura en sistemas,"Sí, de forma particular",SysAdmin / DevOps,"*BSD, Linux, Windows, VMWare, Hiperby",".NET, Python, VB *",,,,,"Sí, pasiva",150,Bruto,Full-Time,23000,Bruto,3,3,No,No recibo bono,Uno,20,101-200,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,Neuquén,3,1,No,0,Universitario,En curso,Licenciatura en Ciencias de la Computación,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"Javascript, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,3,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas"
Hombre,27 - 30,Neuquén,9,5,No,0,Secundario,Incompleto,Magisterio,"Sí, de forma particular",Municipalidad,,,,,,,,,,Part-Time,12000,Neto,2,2,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,Aumento por inflación
Hombre,37 - 40,Neuquén,9,2,Sí,400,Terciario,Completado,Profesor en geografia,"Sí, de forma particular",Docente,,,,,,,,,,Full-Time,32000,Neto,2,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Aumento por inflación
Hombre,27 - 30,Neuquén,10+,4,No,0,Terciario,En curso,Técnico superior en telecomunicaciones,"Sí, de forma particular",Networking,,,,,,,No,0,Porcentaje de mi sueldo,Freelance,16000,Neto,3,3,No,No recibo bono,Más de dos,27,1-10,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Comidas pagas/subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,27 - 30,Neuquén,3,2,No,0,Universitario,En curso,Licenciatura en Sistemas de Información,"Sí, los pagó un empleador",Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,19000,Bruto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Laptop
Mujer,27 - 30,Neuquén,3,3,No,0,Universitario,Completado,Analista en computación,"Sí, de forma particular",Developer,,"C#, jQuery, PHP",,,,,"Sí, pasiva",0,Neto,Full-Time,18000,Neto,1,1,No,No recibo bono,Uno,12,11-50,No,No cambié de empresa,Ninguna de las anteriores
Mujer,27 - 30,Neuquén,3,3,No,0,Universitario,Completado,Analista en computación,"Sí, de forma particular",Developer,,"C#, jQuery, PHP",,,,,"Sí, pasiva",0,Neto,Full-Time,18000,Neto,1,1,No,No recibo bono,Uno,12,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Neuquén,10+,6,No,0,Terciario,En curso,Desarrollo web,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,No,0,Bruto,Full-Time,20000,Neto,2,2,No,No recibo bono,Dos,16,1001-2000,No,No cambié de empresa,"Abono de celular y/o Internet, Viáticos"
Hombre,24 - 26,Neuquén,2,Menos de un año,No,0,Universitario,En curso,Lic en Ciencias de la Computación,"Sí, de forma particular",Developer,,".NET, C#, Javascript, jQuery",,,,,No,0,Neto,Part-Time,3500,Neto,1,2,Menos de un sueldo,Mix de las anteriores,Uno,35,1-10,Sí,Mayor comodidad,"Capacitaciones y/o cursos, Snacks, golosinas, bebidas"
Hombre,24 - 26,Neuquén,8,2,No,0,Universitario,Completado,Técnico en Desarrollo Web,"Sí, de forma particular",Support,,,,,,,,,,Full-Time,18000,Neto,2,2,No,No recibo bono,Uno,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Neuquén,10+,3,Sí,5,Terciario,Incompleto,Analista Programador en Sistemas de Información,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,36800,Neto,3,2,No,No recibo bono,Dos,20,11-50,No,No cambié de empresa,Horarios flexibles
Mujer,31 - 33,Neuquén,7,2,No,0,Universitario,Incompleto,Licenciatura en Administración,"Sí, de forma particular",Administrativa,,,,,,,,,,Full-Time,30000,Neto,2,2,No,No recibo bono,Más de dos,15,501-1000,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Neuquén,10+,2,No,0,Universitario,Incompleto,lic computacion,"Sí, de forma particular",Developer,,".NET, C#, HTML, Javascript, jQuery, NodeJS, PHP, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,Full-Time,43000,Bruto,3,3,Menos de un sueldo,Mix de las anteriores,Dos,20,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,27 - 30,Neuquén,3,1,No,0,Universitario,Completado,Analista en computacion,No,Developer,,C#,,,,,No,0,Bruto,Full-Time,20000,Neto,2,2,No,No recibo bono,Uno,21,101-200,No,No cambié de empresa,Aumento por inflación
Hombre,27 - 30,Neuquén,5,2,No,0,Terciario,Completado,Tecnico en Hardware y redes informaticas,"Sí, de forma particular",Networking,,,,,,,"Sí, pasiva",130,Neto,Full-Time,21000,Neto,2,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,34 - 36,Neuquén,9,9,No,0,Universitario,Completado,Analista en Computación,"Sí, de forma particular",DBA,,,,,,PostgreSQL,No,0,Porcentaje de mi sueldo,Full-Time,35000,Neto,3,2,No,No recibo bono,Dos,16,1001-2000,No,No cambié de empresa,"Aumento por inflación, Viáticos"
Hombre,21 - 23,Neuquén,3,1,No,0,Universitario,En curso,Licenciatura en Ciencias de la Información ,No,Developer,,"CSS, HTML, Java, Javascript, jQuery, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,19000,Neto,4,4,No,No recibo bono,Uno,5,1-10,No,No cambié de empresa,Ninguna de las anteriores
Hombre,37 - 40,Neuquén,10+,4,Sí,3,Universitario,Incompleto,Licenciatura en Sistemas,No,Architect,,,,,,,,,,Remoto (empresa de otro país),120000,Bruto,4,4,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Neuquén,10+,8,No,0,Universitario,Incompleto,Ingenieria en sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Soporte local y remoto,,,,,,,,,,Full-Time,28,Neto,1,1,No,No recibo bono,Dos,30,10001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Laptop, Viáticos"
Hombre,18 - 20,Neuquén,5,5,No,0,Secundario,En curso,,No,Networking,,,,,,,No,20000,Porcentaje de mi sueldo,Full-Time,150000,Neto,2,4,No,No recibo bono,No,0,1-10,Sí,Desafíos profesionales,Abono de celular y/o Internet
Hombre,31 - 33,Neuquén,9,1,No,0,Terciario,Completado,Analista en sistemas de información,"Sí, de forma particular, Sí, los pagó un empleador",Administrativo calificado con conocimientos en computación y programacion,,,,,,,,,,Part-Time,20000,Neto,2,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,34 - 36,Neuquén,10+,5,Sí,2,Secundario,En curso,,"Sí, de forma particular",Networking,,,,,,,No,0,Neto,Full-Time,26600,Neto,2,2,No,No recibo bono,Uno,13,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Neuquén,Menos de un año,Menos de un año,No,0,Universitario,En curso,Lic en sistemas de informacion,No,HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Part-Time,19000,Bruto,3,2,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Aumento por inflación
Hombre,34 - 36,Neuquén,10+,Menos de un año,No,0,Universitario,Completado,ING en sistemas,"Sí, de forma particular",SysAdmin / DevOps,"AIX, HP-UX, Linux, Solaris, Windows, Docker / Containers, VMWare","CSS, HTML, Javascript, jQuery, NodeJS, PHP, Python",,,,,"Sí, pasiva",4000,Neto,Full-Time,38000,Neto,2,2,No,No recibo bono,No,0,201-500,Sí,Salario,Aumento por inflación
Hombre,41 - 45,Neuquén,10+,10+,Sí,20,Secundario,Completado,maestro mayor de obras,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows","HTML, Javascript, PHP, VB *",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,20000,Neto,1,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Horarios flexibles
Hombre,37 - 40,Neuquén,10+,3,No,0,Terciario,Completado,,No,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,20000,Neto,2,2,No,No recibo bono,Dos,18,201-500,No,No cambié de empresa,Capacitaciones y/o cursos
Hombre,34 - 36,Neuquén,10+,2,No,0,Posgrado,Incompleto,Ingenieria en Sistemas,"Sí, de forma particular",Developer,,"HTML, Java, Javascript, NodeJS, react",,,,,No,0,Porcentaje de mi sueldo,Full-Time,43000,Neto,2,1,No,No recibo bono,Uno,17,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Neuquén,2,Menos de un año,No,0,Universitario,En curso,Tecnicatura en Desarrollo Web,No,HelpDesk,,,,,,,"Sí, pasiva",0,Bruto,Tercerizado (trabajo a través de consultora o agencia),16830,Bruto,3,3,No,No recibo bono,No,0,51-100,Sí,Despido por reducción de gastos,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
Hombre,41 - 45,Neuquén,10+,3,No,0,Universitario,Incompleto,Licenciatura en Sistemas,"Sí, los pagó un empleador",Developer,,"HTML, Javascript, jQuery, PHP, Python",,,,,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),60000,Bruto,3,3,No,No recibo bono,Uno,20,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Neuquén,6,1,No,0,Universitario,Completado,Ingeniería en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,".NET, C#, CSS, HTML, Java, Javascript, NodeJS, PHP, Ruby, VB *",,,,,No,0,Bruto,Full-Time,40000,Neto,2,3,No,No recibo bono,Más de dos,30,11-50,No,Salario,Aumento por inflación
Hombre,31 - 33,Provincia de Buenos Aires,2,1,No,0,Universitario,Incompleto,Lic en Sistemas,"Sí, de forma particular",Developer,,"Java, PHP",,,,,No,0,Bruto,Freelance,14000,Bruto,3,2,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Horarios flexibles
Hombre,21 - 23,Provincia de Buenos Aires,1,1,No,0,Terciario,En curso,Técnico en programacion,"Sí, de forma particular",Infosec,,,,,,,No,0,Neto,Full-Time,17000,Neto,2,2,No,No recibo bono,Dos,10,1-10,Sí,Salario,Aumento por inflación
Hombre,37 - 40,Provincia de Buenos Aires,10+,2,No,0,Universitario,En curso,Lic en sistemas,"Sí, de forma particular",Developer,,Java,,,,,No,0,Porcentaje de mi sueldo,Full-Time,22000,Neto,2,2,No,No recibo bono,Dos,20,501-1000,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,24 - 26,Provincia de Buenos Aires,4,2,No,0,Universitario,Completado,Ingeniería en Sistemas de información,No,Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,3,2,No,No recibo bono,Uno,10,11-50,No,No cambié de empresa,"Horarios flexibles, Sueldo divido en dos pagos por mes"
Hombre,50+,Provincia de Buenos Aires,10+,10+,Sí,2,Universitario,Incompleto,Lic en Informática,"Sí, de forma particular, Sí, los pagó un empleador",DBA,,,,,,"MySQL/MariaDB, Oracle","Sí, pasiva",500,Neto,Full-Time,30000,Neto,3,2,No,No recibo bono,Más de dos,10,1001-2000,No,No cambié de empresa,Horarios flexibles
Hombre,27 - 30,Provincia de Buenos Aires,10+,9,Sí,2,Terciario,Completado,Analista de Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Part-Time,18500,Neto,2,3,No,No recibo bono,Uno,25,2001-5000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios"
Hombre,27 - 30,Provincia de Buenos Aires,8,8,No,0,Universitario,Completado,Analista de sistemas,No,Developer,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,24000,Neto,3,3,No,No recibo bono,Dos,30,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,7,7,Sí,3,Universitario,Completado,Ingeniería de sistemas,"Sí, de forma particular",Developer,,"HTML, Java, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,25000,Neto,3,2,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,37 - 40,Provincia de Buenos Aires,10+,10+,No,0,Universitario,Completado,Ingenieria en sist.informacion,"Sí, de forma particular",Developer,,".NET, C#, HTML, Javascript, VB *",,,,,No,0,Neto,Full-Time,36500,Neto,1,1,No,No recibo bono,Dos,15,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,21 - 23,Provincia de Buenos Aires,4,3,No,0,Secundario,En curso,,No,Repositor,,,,,,,,,,Tercerizado (trabajo a través de consultora o agencia),12000,Bruto,1,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,Viáticos
Hombre,34 - 36,Provincia de Buenos Aires,5,2,Sí,1,Posgrado,Incompleto,Ingeniería de Software,No,Developer,,"CSS, HTML, Java, Javascript, NodeJS",,,,,No,0,Bruto,Full-Time,24000,Neto,2,2,Menos de un sueldo,Mix de las anteriores,Uno,10,1-10,No,No cambié de empresa,Cuenta de Spotify
Hombre,34 - 36,Provincia de Buenos Aires,9,7,Sí,2,Universitario,Completado,Ingeniería Informática,"Sí, los pagó un empleador",Responsable de IT,,,,,,,,,,Full-Time,52000,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,21,1001-2000,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,34 - 36,Provincia de Buenos Aires,10+,8,Sí,1,Terciario,Completado,Analista de Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,".NET, C#, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,23000,Neto,2,2,No,Performance individual,Dos,20,5001-10000,No,No cambié de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, WFH (Trabajar desde casa), Internet Pago"
Hombre,50+,Provincia de Buenos Aires,10+,Menos de un año,No,0,Universitario,Incompleto,Licenciatura,"Sí, de forma particular, Sí, los pagó un empleador",Scada ,,,,,,,,,,Full-Time,38000,Neto,2,2,No,No recibo bono,Dos,22,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,24 - 26,Provincia de Buenos Aires,4,3,No,0,Universitario,Completado,Ingeniero en Sistemas,"Sí, de forma particular",Developer,,"Objective-C, Swift",,,,,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),3800,Neto,2,4,Un sueldo,Aguinaldo Ficticio,Uno,10,11-50,No,No cambié de empresa,"Horarios flexibles, Laptop, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,4,4,Sí,2,Universitario,Completado,Ingeniería en sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, jQuery, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,27009,Neto,2,3,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles, Viáticos"
Hombre,24 - 26,Provincia de Buenos Aires,5,3,No,0,Universitario,Completado,Licenciatura en Sistemas,No,Developer,,"NodeJS, Swift",,,,,No,0,Bruto,Full-Time,40000,Bruto,4,4,No,No recibo bono,Dos,40,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,3,3,No,0,Universitario,En curso,Ingeniería en sistemas de información,"Sí, de forma particular",HelpDesk,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,18000,Neto,2,1,No,No recibo bono,No,0,51-100,No,No cambié de empresa,"Guardería, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
